account_id,user_id,balance,type
89,43,4885.12,savings
90,44,3021.78,checking
91,44,43429.93,checking
92,45,2751.83,checking
93,46,3057.77,checking
94,46,3239.01,checking
95,46,34775.64,checking
96,47,15524.89,savings
97,47,43389.9,checking
98,48,13604.73,savings
99,48,8219.82,checking
100,48,3179.91,checking
101,49,4396.14,savings
102,49,9344.08,checking
103,49,9558.59,checking
104,50,7854.92,savings
105,50,10426.55,savings
106,50,47691.3,checking
107,51,16570.72,savings
108,51,13405.03,savings
109,52,1981.25,checking
110,53,4572.66,checking
111,53,5078.29,savings
112,54,19430.46,savings
113,55,2329.78,savings
114,55,17086.72,savings
115,55,1916.91,checking
116,56,456.52,checking
117,56,9416.49,checking
118,57,3415.65,savings
119,57,9525.39,checking
120,57,3536.05,checking
121,58,11817.18,savings
122,58,24382.08,savings
123,58,7078.83,checking
124,59,4102.06,checking
125,59,2912.28,checking
126,60,3429.33,checking
127,61,9548.87,checking
128,61,5800.62,checking
129,61,2925.47,savings
130,62,3183.89,savings
131,63,1904.07,savings
132,63,1213.99,checking
133,64,2535.22,savings
134,64,18734.47,savings
135,65,9229.69,checking
136,65,14190.53,savings
137,65,8597.64,savings
138,66,3505.2,checking
139,66,9837.89,checking
140,66,14006.21,savings
141,67,8842.12,checking
142,67,5909.96,savings
143,68,4992.22,savings
144,69,4886.44,savings
145,69,85509.27,savings
146,70,13400.99,checking
147,70,13293.78,savings
148,70,6228.85,savings
149,71,3507.67,checking
150,72,13382.77,savings
151,73,14315.18,savings
152,73,918.41,savings
153,74,2303.07,checking
154,75,17720.4,savings
155,76,3712.59,checking
156,77,4925.74,checking
157,78,17352.88,savings
158,78,2876.65,savings
159,78,29712.23,checking
160,79,24765.18,savings
161,79,171489.8,savings
162,80,44623.94,checking
163,80,422.76,savings
164,81,7597.94,checking
165,81,47054.08,checking
166,81,1049.76,checking
167,82,6598.2,savings
168,83,14022.52,checking
169,83,4854.65,savings
170,84,8405.0,checking
171,84,335.93,checking
172,84,18622.26,savings
173,85,604.69,checking
174,86,5040.38,checking
175,87,9049.77,checking
176,87,1681.9,checking
177,87,6046.67,checking
178,88,8697.85,checking
179,88,371.61,checking
180,88,4853.4,savings
181,89,1650.7,checking
182,89,8107.26,checking
183,89,2439.07,checking
184,90,4811.85,savings
185,91,2561.93,savings
186,92,15002.81,savings
187,92,3761.71,checking
188,92,12726.33,savings
189,93,2058.26,savings
190,94,1269.44,savings
191,94,656.33,savings
192,95,8923.58,checking
193,95,15023.63,savings
194,96,22184.64,savings
195,97,5994.12,savings
196,97,279.07,checking
197,97,7156.57,checking
198,98,3365.32,savings
199,98,14171.34,savings
200,98,2422.07,savings
201,99,31040.47,checking
202,99,2533.61,checking
203,99,2556.9,checking
204,100,23736.47,savings
205,100,13481.96,savings
206,101,20573.76,savings
207,102,8768.59,savings
208,103,9894.03,checking
209,103,16797.7,savings
210,104,2265.48,checking
211,105,7715.23,checking
212,105,5713.28,checking
213,105,1723.85,checking
214,106,13365.08,savings
215,106,13033.99,savings
216,107,11848.38,savings
217,108,4462.51,checking
218,108,2185.1,checking
219,108,21224.34,checking
220,109,9499.29,checking
221,109,19698.35,savings
222,110,21766.21,savings
223,110,7641.69,savings
224,110,3092.09,checking
225,111,6543.05,checking
226,111,23637.6,savings
227,112,8610.29,checking
228,112,3295.58,checking
229,113,3956.65,checking
230,113,5904.23,checking
231,113,12026.98,savings
232,114,1120.55,savings
233,115,40693.9,checking
234,115,4862.88,checking
235,116,4578.08,checking
236,116,19351.06,savings
237,116,172057.88,savings
238,117,382.28,checking
239,117,5663.54,savings
240,118,2712.19,checking
241,118,14971.43,savings
242,118,7772.5,checking
243,119,147766.28,savings
244,120,6815.15,checking
245,120,1004.71,savings
246,120,11910.22,savings
247,121,1692.94,checking
248,121,2645.91,savings
249,122,13454.52,savings
250,122,24386.77,savings
251,123,13325.68,savings
252,123,1219.12,savings
253,123,37879.3,checking
254,124,131.64,checking
255,124,15074.32,savings
256,124,5791.09,savings
257,125,21673.24,savings
258,125,12354.53,savings
259,126,34274.22,savings
260,127,3666.05,checking
261,128,1205.74,savings
262,129,198088.85,savings
263,129,29266.34,checking
264,130,17195.43,savings
265,131,22983.55,savings
266,132,6855.61,checking
267,132,6032.76,checking
268,133,6450.66,checking
269,134,6675.49,savings
270,135,12478.92,savings
271,135,10528.44,savings
272,135,5363.61,savings
273,136,947.77,savings
274,137,8981.01,checking
275,137,9823.45,checking
276,137,7558.14,savings
277,138,65479.8,savings
278,139,2969.3,savings
279,139,9935.92,checking
280,139,180502.16,savings
281,140,3948.28,savings
282,141,39632.83,checking
283,141,122737.5,savings
284,142,382.71,checking
285,143,7302.22,checking
286,143,7677.66,checking
287,144,12687.98,savings
288,144,4436.53,checking
289,144,3949.32,savings
290,145,18658.18,savings
291,146,4433.8,savings
292,146,7898.99,checking
293,146,13497.16,savings
294,147,418.63,checking
295,147,4305.18,savings
296,148,4844.06,savings
297,148,4170.92,savings
298,148,22929.65,savings
299,149,23918.37,checking
300,149,20606.79,savings
301,149,17462.0,checking
302,150,7911.25,savings
303,151,131901.69,savings
304,151,32729.04,savings
305,152,5693.86,savings
306,152,4463.89,savings
307,152,1711.36,checking
308,153,4872.51,savings
309,153,3410.5,checking
310,153,18171.51,savings
311,154,2887.98,checking
312,154,4186.2,savings
313,155,4297.18,savings
314,155,279.31,savings
315,155,5260.43,checking
316,156,4133.99,checking
317,156,23565.03,savings
318,157,7030.25,savings
319,158,323.26,savings
320,158,24227.46,savings
321,158,4676.59,checking
322,159,3995.23,checking
323,160,1031.72,checking
324,161,2752.22,checking
325,161,8167.47,savings
326,161,18866.33,savings
327,162,2962.77,savings
328,163,1814.67,savings
329,163,6979.21,checking
330,164,6634.68,checking
331,164,20480.77,savings
332,165,1183.06,checking
333,165,3069.59,checking
334,166,7769.44,checking
335,166,7701.83,checking
336,167,4962.45,checking
337,167,15381.52,savings
338,168,4772.51,savings
339,169,9210.92,checking
340,169,15428.56,checking
341,170,4291.17,savings
342,171,14906.1,checking
343,171,20045.27,checking
344,172,2032.23,checking
345,173,1341.41,checking
346,173,1968.54,savings
347,174,198574.82,savings
348,174,9712.48,checking
349,174,2651.1,checking
350,175,7009.49,checking
351,175,2848.76,savings
352,176,6344.76,checking
353,176,2326.43,checking
354,177,7661.31,checking
355,177,15471.91,savings
356,178,3267.04,savings
357,179,4807.75,savings
358,179,104.56,checking
359,179,1878.72,checking
360,180,6983.01,checking
361,180,4866.63,checking
362,180,5338.34,checking
363,181,229.24,checking
364,182,19724.48,savings
365,182,41297.27,checking
366,182,3495.54,savings
367,183,14628.31,checking
368,183,9234.99,checking
369,184,24085.63,savings
370,184,57305.25,savings
371,184,19097.52,savings
372,185,2912.94,checking
373,186,4017.71,checking
374,186,5924.15,checking
375,187,5838.15,checking
376,188,3600.18,checking
377,188,8246.86,checking
378,188,2090.76,savings
379,189,5231.84,checking
380,189,9857.05,checking
381,190,8734.98,checking
382,191,2091.77,checking
383,191,134004.41,savings
384,191,15049.97,savings
385,192,3667.75,checking
386,192,759.74,checking
387,193,141892.17,savings
388,193,4474.0,savings
389,194,2229.05,savings
390,194,6689.61,checking
391,195,9147.82,checking
392,195,679.3,checking
393,196,4008.0,checking
394,196,11360.71,savings
395,197,12582.83,savings
396,198,462.26,checking
397,198,8764.38,checking
398,198,9060.1,checking
399,199,4550.95,savings
400,199,18071.61,savings
401,199,16732.74,savings
402,200,9339.22,savings
403,200,70626.59,savings
404,200,11883.43,savings
405,201,13160.8,savings
406,201,5233.61,checking
407,202,17150.81,savings
408,202,4636.36,checking
409,202,134972.12,savings
410,203,2686.18,checking
411,204,455.07,checking
412,204,573.95,savings
413,205,6430.88,checking
414,205,1802.2,savings
415,205,4228.37,savings
416,206,8091.06,savings
417,207,7668.28,checking
418,207,3775.17,checking
419,208,2996.15,savings
420,208,23377.62,checking
421,208,5440.95,checking
422,209,20352.47,savings
423,209,2818.38,savings
424,209,3849.44,checking
425,210,204.73,checking
426,210,16611.14,checking
427,211,45861.85,checking
428,211,4970.45,savings
429,212,3332.93,savings
430,212,8823.48,checking
431,213,8377.79,checking
432,213,1121.3,savings
433,213,6348.19,checking
434,214,826.72,checking
435,215,5452.31,checking
436,215,10307.35,savings
437,216,3188.83,savings
438,216,21378.92,savings
439,217,12938.68,savings
440,218,656.82,checking
441,218,16161.63,checking
442,218,4325.82,savings
443,219,1025.02,savings
444,220,3995.78,checking
445,220,4352.55,savings
446,220,5693.28,checking
447,221,3581.06,checking
448,221,384.39,checking
449,221,3451.78,checking
450,222,6417.88,checking
451,222,13284.53,checking
452,222,25251.92,checking
453,223,3519.57,checking
454,223,7981.41,checking
455,223,4054.48,savings
456,224,3974.16,checking
457,224,1250.33,checking
458,225,429.24,checking
459,226,3045.22,checking
460,227,2287.05,savings
461,227,165394.99,savings
462,228,11084.45,checking
463,228,2192.47,checking
464,229,13842.48,savings
465,229,2037.87,savings
466,229,8906.35,checking
467,230,2350.35,savings
468,230,19653.94,checking
469,231,8070.15,checking
470,231,5202.36,checking
471,231,13623.28,savings
472,232,7740.49,checking
473,232,3389.86,checking
474,232,48796.85,checking
475,233,2024.68,savings
476,233,4033.4,checking
477,234,5015.32,checking
478,235,14412.5,checking
479,235,2275.63,savings
480,235,12076.13,savings
481,236,8410.38,checking
482,236,2684.76,checking
483,236,19458.91,savings
484,237,3298.39,checking
485,237,5850.83,checking
486,238,24073.89,savings
487,238,131335.29,savings
488,238,23577.99,savings
489,239,413.44,checking
490,239,2718.52,checking
491,240,5817.3,savings
492,240,175479.99,savings
493,241,29478.18,checking
494,242,107815.47,savings
495,243,908.38,savings
496,244,7885.33,savings
497,245,5194.87,checking
498,246,2920.7,checking
499,246,2437.01,savings
500,247,6383.89,checking
501,248,6154.33,checking
502,248,14293.02,savings
503,248,22509.17,savings
504,249,23218.84,savings
505,249,2095.77,savings
506,250,33789.07,checking
507,250,4010.1,checking
508,251,1018.43,savings
509,251,21909.59,savings
510,251,7826.32,checking
511,252,3474.57,checking
512,252,1778.34,savings
513,253,2066.51,checking
514,254,201.23,checking
515,254,6935.35,savings
516,254,534.89,savings
517,255,5732.82,checking
518,256,3364.14,savings
519,256,858.29,savings
520,257,5901.54,checking
521,257,8055.32,checking
522,258,116761.07,savings
523,258,143760.93,savings
524,258,41971.98,checking
525,259,8144.53,checking
526,259,15376.58,savings
527,259,4264.61,checking
528,260,5437.81,checking
529,261,2385.94,checking
530,261,11381.14,savings
531,261,5449.04,checking
532,262,472.88,savings
533,262,1019.81,savings
534,263,1204.52,savings
535,263,6155.58,checking
536,264,49571.49,savings
537,265,9579.76,checking
538,266,26150.51,savings
539,266,225.41,checking
540,266,5229.12,checking
541,267,9211.05,checking
542,268,1378.38,checking
543,269,12364.97,checking
544,270,12167.24,savings
545,271,7149.61,checking
546,271,626.58,savings
547,271,14360.24,checking
548,272,22784.94,checking
549,272,5538.21,checking
550,272,192130.12,savings
551,273,74159.41,savings
552,273,2360.14,checking
553,273,3529.93,checking
554,274,2678.09,savings
555,274,23107.73,savings
556,274,3622.58,savings
557,275,4027.55,checking
558,275,348.41,checking
559,275,4797.19,checking
560,276,3852.67,savings
561,276,49169.83,checking
562,276,574.31,checking
563,277,11964.79,savings
564,277,1503.97,savings
565,278,6282.39,checking
566,278,2549.47,savings
567,278,4166.62,checking
568,279,9922.96,checking
569,280,591.86,checking
570,280,6342.45,checking
571,281,4087.42,savings
572,282,9003.86,checking
573,282,1499.21,savings
574,282,9801.23,savings
575,283,2781.61,checking
576,283,1424.25,checking
577,284,23770.45,savings
578,285,10625.59,checking
579,285,18418.77,savings
580,285,9814.49,savings
581,286,2022.9,savings
582,287,6605.51,checking
583,287,1872.94,savings
584,287,1398.66,checking
585,288,1118.77,checking
586,288,22953.06,savings
587,288,21527.35,savings
588,289,9505.2,savings
589,289,4710.14,checking
590,289,21758.68,savings
591,290,13645.88,savings
592,290,541.33,savings
593,291,20348.09,checking
594,291,2793.18,checking
595,291,165070.62,savings
596,292,3476.61,checking
597,292,2489.3,checking
598,293,10131.74,savings
599,294,5722.81,checking
600,295,153193.65,savings
601,295,4285.07,savings
602,295,20802.31,savings
603,296,11485.64,savings
604,296,16522.9,savings
605,297,76595.32,savings
606,298,12066.43,savings
607,298,42154.59,checking
608,298,7991.87,checking
609,299,4641.31,savings
610,300,4925.46,savings
611,301,13409.85,savings
612,301,1598.56,savings
613,302,42654.38,savings
614,302,4158.75,checking
615,303,19314.23,checking
616,303,3402.1,checking
617,303,2606.8,savings
618,304,1952.83,savings
619,304,9738.2,checking
620,304,3824.89,checking
621,305,145.58,checking
622,306,1158.4,checking
623,306,3974.06,checking
624,306,566.21,checking
625,307,10511.85,savings
626,307,3683.93,checking
627,308,7076.37,checking
628,308,7499.32,savings
629,309,109093.92,savings
630,309,6228.45,checking
631,309,4426.22,checking
632,310,34411.28,savings
633,311,8754.22,checking
634,312,1351.87,savings
635,312,1006.59,savings
636,312,3367.78,savings
637,313,2736.62,savings
638,313,3842.37,savings
639,313,8711.21,checking
640,314,13215.74,savings
641,314,2648.96,savings
642,315,10148.14,checking
643,315,17499.93,savings
644,315,22216.91,savings
645,316,33202.97,checking
646,316,2870.36,checking
647,316,23664.87,savings
648,317,15256.22,savings
649,317,3367.36,checking
650,317,90738.73,savings
651,318,1255.49,checking
652,318,5982.73,checking
653,319,23504.33,savings
654,319,21742.51,savings
655,320,34794.04,checking
656,321,42595.0,checking
657,322,2233.1,checking
658,322,2132.23,checking
659,323,24665.57,savings
660,323,4212.35,savings
661,323,5610.26,checking
662,324,22898.88,checking
663,324,2068.95,checking
664,324,9322.79,savings
665,325,19067.4,savings
666,325,1186.74,checking
667,326,14041.35,savings
668,326,4480.09,savings
669,326,2956.0,checking
670,327,26093.81,checking
671,328,846.91,savings
672,328,2266.27,savings
673,328,5090.8,checking
674,329,18646.16,savings
675,329,3200.8,checking
676,330,8430.67,savings
677,330,32245.45,savings
678,331,2181.27,checking
679,332,6458.1,checking
680,333,6323.45,checking
681,333,16410.46,savings
682,334,166920.1,savings
683,334,12236.75,checking
684,334,1396.43,checking
685,335,3893.43,checking
686,335,7105.22,checking
687,335,48950.72,savings
688,336,31441.05,checking
689,337,158984.35,savings
690,338,2800.65,savings
691,338,35763.47,checking
692,339,13533.19,savings
693,340,4023.64,checking
694,340,11406.12,savings
695,340,13495.38,savings
696,341,3628.92,savings
697,341,4660.26,savings
698,342,7890.26,savings
699,342,9873.6,checking
700,343,87124.89,savings
701,343,727.79,checking
702,344,9876.93,savings
703,345,3339.77,savings
704,345,3261.99,checking
705,345,1935.86,savings
706,346,8927.46,savings
707,346,3994.79,savings
708,346,987.12,checking
709,347,32153.35,checking
710,348,35.66,checking
711,349,6645.07,checking
712,350,1767.53,checking
713,351,4857.19,savings
714,352,15373.17,savings
715,352,95.22,checking
716,352,119057.64,savings
717,353,6972.59,checking
718,353,40418.14,checking
719,354,6643.3,checking
720,355,231.1,checking
721,356,10989.28,savings
722,356,29658.4,checking
723,357,17851.43,savings
724,357,8336.73,checking
725,358,11299.37,savings
726,358,2369.5,savings
727,359,7272.86,checking
728,359,180890.28,savings
729,359,127005.64,savings
730,360,19454.51,checking
731,361,34736.21,checking
732,361,336.85,checking
733,362,17386.11,savings
734,362,9577.35,savings
735,362,792.33,checking
736,363,5456.8,checking
737,363,5762.72,checking
738,363,10449.65,savings
739,364,8440.0,savings
740,364,8956.12,savings
741,364,512.21,savings
742,365,10545.83,savings
743,365,22177.07,savings
744,366,3343.03,savings
745,366,1964.16,checking
746,366,4160.16,savings
747,367,10982.09,savings
748,367,5860.04,checking
749,368,4966.85,checking
750,368,18786.06,savings
751,369,15337.3,savings
752,370,2859.53,checking
753,370,4707.43,checking
754,370,9972.21,checking
755,371,2342.44,checking
756,371,1103.84,savings
757,372,13168.73,checking
758,373,1715.03,checking
759,373,3998.2,savings
760,373,3790.94,savings
761,374,3354.26,savings
762,374,3605.89,savings
763,374,2844.68,savings
764,375,47323.16,checking
765,375,41721.73,checking
766,376,5804.95,savings
767,377,22324.69,savings
768,377,2859.01,checking
769,377,6567.46,checking
770,378,9951.27,savings
771,379,4879.52,checking
772,379,894.88,savings
773,379,13390.91,savings
774,380,4793.21,checking
775,381,702.37,checking
776,382,190150.73,savings
777,382,15164.91,savings
778,383,4787.91,checking
779,383,21865.18,checking
780,384,2708.95,checking
781,385,1358.91,savings
782,385,275.8,checking
783,386,1236.9,savings
784,387,7357.62,checking
785,387,23263.16,savings
786,388,24400.19,checking
787,389,2916.32,savings
788,390,47014.68,checking
789,390,18550.29,savings
790,390,8364.65,checking
791,391,7099.53,checking
792,391,11950.38,savings
793,392,21468.3,savings
794,393,12171.3,savings
795,394,40448.67,checking
796,394,9425.94,savings
797,394,11359.14,savings
798,395,4496.03,checking
799,396,4506.72,savings
800,396,8381.75,checking
801,397,4477.53,checking
802,397,4051.62,checking
803,397,6582.61,checking
804,398,4211.64,savings
805,399,47148.85,checking
806,400,9270.94,checking
807,401,47867.43,savings
808,402,4291.96,checking
809,403,3680.17,checking
810,403,190.99,savings
811,404,2491.17,savings
812,405,6847.96,checking
813,405,260.68,savings
814,406,289.18,checking
815,406,8900.0,savings
816,407,35024.44,checking
817,407,194873.68,savings
818,407,3166.68,savings
819,408,9542.09,checking
820,409,3666.84,savings
821,409,8484.88,checking
822,409,15070.47,checking
823,410,6678.17,savings
824,411,19942.45,savings
825,411,2813.26,checking
826,412,4067.95,savings
827,412,415.82,checking
828,412,5770.61,savings
829,413,48257.78,savings
830,413,2143.85,checking
831,413,2941.33,checking
832,414,9552.88,checking
833,414,8689.6,savings
834,415,782.64,savings
835,415,1881.54,savings
836,415,3515.24,checking
837,416,17994.31,savings
838,416,113322.85,savings
839,417,8431.37,checking
840,418,2152.83,checking
841,418,2446.71,checking
842,418,19757.94,savings
843,419,69977.57,savings
844,419,1598.7,checking
845,420,8148.65,savings
846,421,5261.43,checking
847,422,129323.56,savings
848,423,190135.2,savings
849,423,1554.94,checking
850,423,3634.98,checking
851,424,4822.06,checking
852,424,47461.1,checking
853,425,2748.42,savings
854,425,9922.59,checking
855,426,4820.43,checking
856,426,17244.63,checking
857,427,580.7,checking
858,428,7417.57,checking
859,428,9431.47,checking
860,429,2540.26,savings
861,429,4392.41,checking
862,429,2519.8,savings
863,430,9720.2,checking
864,431,4447.34,checking
865,431,4078.3,checking
866,432,3614.49,checking
867,432,4899.99,checking
868,433,5147.26,checking
869,433,3564.35,checking
870,433,15506.39,savings
871,434,3185.01,savings
872,435,115067.55,savings
873,435,175.78,checking
874,436,2026.22,savings
875,436,159.07,savings
876,436,9265.82,checking
877,437,154447.91,savings
878,438,3251.65,savings
879,438,3923.26,checking
880,438,8522.97,checking
881,439,18251.34,savings
882,440,12553.0,savings
883,440,131305.97,savings
884,440,4183.57,savings
885,441,24452.04,savings
886,442,23443.97,savings
887,442,24047.37,savings
888,442,7138.96,checking
889,443,5947.08,checking
890,443,1368.16,savings
891,444,922.09,checking
892,445,3702.3,savings
893,446,9255.97,checking
894,446,2900.93,checking
895,446,2624.67,checking
896,447,160469.37,savings
897,447,14956.56,savings
898,447,3660.98,checking
899,448,6761.64,checking
900,448,3637.89,savings
901,448,176779.44,savings
902,449,18378.93,savings
903,450,374.76,checking
904,450,3215.81,savings
905,450,60.54,checking
906,451,5537.73,checking
907,451,1212.47,checking
908,451,9629.89,savings
909,452,3950.32,checking
910,452,5484.92,checking
911,453,6914.13,checking
912,453,51984.88,savings
913,454,9078.41,checking
914,455,4545.33,savings
915,455,3487.25,checking
916,455,2652.31,savings
917,456,2421.91,savings
918,456,8662.07,checking
919,456,3838.69,savings
920,457,1741.4,checking
921,458,13470.54,savings
922,458,23904.3,savings
923,458,1317.45,checking
924,459,21637.41,savings
925,459,192222.78,savings
926,459,189.37,checking
927,460,4969.94,savings
928,461,2594.84,checking
929,462,1998.87,savings
930,462,16004.1,savings
931,463,3197.42,savings
932,463,7940.64,checking
933,463,9318.98,checking
934,464,13500.91,savings
935,465,1529.24,checking
936,465,47300.54,checking
937,465,118627.78,savings
938,466,1602.65,checking
939,467,7740.3,checking
940,467,12742.98,savings
941,468,3994.19,savings
942,468,9516.44,checking
943,468,20249.11,savings
944,469,2541.83,checking
945,470,4809.59,checking
946,471,23876.86,savings
947,471,1131.22,checking
948,472,4350.85,checking
949,473,24454.75,savings
950,474,8231.05,checking
951,475,2763.82,savings
952,475,7106.09,savings
953,475,16646.42,savings
954,476,7495.57,checking
955,477,8599.72,checking
956,478,1225.32,checking
957,478,24553.12,savings
958,479,1856.97,checking
959,479,894.01,savings
960,480,16962.77,savings
961,480,1061.43,savings
962,480,2336.81,savings
963,481,9482.96,checking
964,481,1374.99,savings
965,481,108.81,checking
966,482,4519.87,savings
967,482,35443.92,checking
968,483,1302.24,checking
969,483,56358.69,savings
970,483,8289.96,savings
971,484,126078.27,savings
972,485,4601.9,checking
973,486,11838.28,savings
974,486,2605.59,savings
975,486,1237.37,checking
976,487,3087.21,checking
977,487,9162.16,checking
978,487,2108.04,checking
979,488,8400.44,checking
980,488,9164.37,checking
981,489,1174.25,checking
982,489,9233.14,checking
983,490,332.59,checking
984,491,3446.29,savings
985,491,1005.75,savings
986,492,425.93,savings
987,492,6965.55,checking
988,492,53686.2,savings
989,493,8348.87,savings
990,494,2098.7,checking
991,495,9638.22,checking
992,496,15073.69,savings
993,496,656.66,checking
994,496,20774.5,savings
995,497,5249.0,checking
996,497,16598.41,savings
997,497,3859.67,checking
998,498,5498.08,savings
999,499,22059.44,savings
1000,499,3318.72,checking
1001,499,7920.66,savings
1002,500,8084.04,checking
1003,500,23711.84,savings
1004,501,2354.02,savings
1005,501,14343.64,savings
1006,501,1055.97,checking
1007,502,2366.77,savings
1008,503,4689.74,savings
1009,503,24288.62,savings
1010,504,3904.32,savings
1011,504,12319.43,savings
1012,504,3287.67,checking
1013,505,94624.79,savings
1014,505,643.25,checking
1015,505,16015.01,savings
1016,506,6110.62,savings
1017,506,5158.78,savings
1018,507,30605.26,savings
1019,507,126.51,checking
1020,507,46154.53,checking
1021,508,4841.92,checking
1022,508,3159.61,savings
1023,508,15269.91,savings
1024,509,2246.34,checking
1025,510,17243.77,savings
1026,510,2132.59,checking
1027,511,3441.26,savings
1028,511,1056.5,checking
1029,511,3721.52,checking
1030,512,48687.52,checking
1031,512,11255.8,savings
1032,512,7018.85,checking
1033,513,528.03,savings
1034,513,951.82,checking
1035,513,4331.69,checking
1036,514,18983.54,savings
1037,514,924.88,savings
1038,515,8904.56,checking
1039,516,11295.35,savings
1040,516,21500.89,savings
1041,517,1117.11,checking
1042,517,9354.81,savings
1043,517,3918.61,savings
1044,518,33460.16,checking
1045,519,2883.09,savings
1046,519,1527.62,savings
1047,520,106153.09,savings
1048,520,6884.93,checking
1049,521,4816.59,checking
1050,522,16257.51,savings
1051,522,1504.83,checking
1052,522,58595.75,savings
1053,523,5385.48,checking
1054,523,5369.71,savings
1055,524,14151.41,savings
1056,525,1476.58,checking
1057,526,21032.1,savings
1058,526,8890.93,checking
1059,526,9320.13,checking
1060,527,46503.61,checking
1061,527,5539.48,savings
1062,528,1814.51,savings
1063,528,7741.4,checking
1064,528,17403.14,savings
1065,529,15247.51,savings
1066,529,195591.84,savings
1067,529,1414.99,savings
1068,530,4650.84,savings
1069,530,2030.54,checking
1070,531,4170.86,checking
1071,532,9726.82,checking
1072,533,6063.35,savings
1073,534,7944.3,checking
1074,535,5266.28,checking
1075,536,3197.01,savings
1076,537,991.98,savings
1077,537,3874.27,savings
1078,538,4656.03,checking
1079,538,3385.87,savings
1080,538,102111.61,savings
1081,539,1363.14,savings
1082,539,8430.01,checking
1083,539,47406.19,checking
1084,540,3325.91,savings
1085,540,4560.53,checking
1086,541,1975.47,checking
1087,542,8560.77,checking
1088,542,52278.31,savings
1089,543,14963.29,savings
1090,543,1599.37,checking
1091,544,18322.11,savings
1092,544,3577.24,savings
1093,544,5817.87,checking
1094,545,7900.92,savings
1095,545,1727.65,checking
1096,546,1096.26,checking
1097,546,4164.72,checking
1098,547,1500.79,savings
1099,548,1615.51,checking
1100,549,19395.97,savings
1101,549,52064.57,savings
1102,550,2100.08,checking
1103,550,2364.05,checking
1104,551,1395.49,checking
1105,552,17259.56,savings
1106,552,2888.16,checking
1107,553,4152.41,checking
1108,554,4093.64,checking
1109,554,2133.43,savings
1110,555,167.08,savings
1111,556,4041.44,checking
1112,556,5196.55,savings
1113,556,8898.63,checking
1114,557,3483.49,savings
1115,557,158572.45,savings
1116,557,20502.14,savings
1117,558,7153.66,checking
1118,558,7618.4,checking
1119,558,7837.99,checking
1120,559,77545.05,savings
1121,560,19160.97,savings
1122,560,839.89,checking
1123,561,2468.72,savings
1124,562,23982.75,savings
1125,562,2686.21,savings
1126,562,22256.14,savings
1127,563,11961.01,savings
1128,563,24531.34,savings
1129,563,4667.38,savings
1130,564,3637.78,savings
1131,564,3109.9,checking
1132,564,4298.34,checking
1133,565,22276.31,savings
1134,565,1721.86,checking
1135,566,139446.48,savings
1136,567,20258.66,checking
1137,567,509.49,checking
1138,568,7248.5,checking
1139,568,5961.74,checking
1140,569,12081.18,savings
1141,570,6099.61,checking
1142,570,5075.21,checking
1143,570,3296.36,savings
1144,571,1447.09,checking
1145,571,77566.64,savings
1146,571,13916.74,savings
1147,572,8088.59,checking
1148,573,4617.11,checking
1149,573,5931.02,checking
1150,574,16638.26,savings
1151,574,597.31,savings
1152,575,10273.34,savings
1153,576,48351.02,savings
1154,577,2420.56,savings
1155,577,6884.71,savings
1156,577,803.43,checking
1157,578,117054.28,savings
1158,578,4394.45,savings
